Hummingbird,Plant,Transect_R,Month,Year,ID,Day,Visits,Elevation,DateP,Survey_Type,Traitmatch,TotalCorolla,EffectiveCorolla,Corolla.Width,Final Corolla,Bill,Mass,Bill_width,Total_Culmen,WingChord,Bill_Depth,Wing_Width,Wing_Length,Aspect_Ratio,Wing_Area,Wing_Loading,Wing_Taper,Wing_Area.alArea.,Tail_Length,Foot_Extension,Tarsus_Length,Nail_Length,Clade,Genus
Booted Racket-tail,Fuchsia macrostigma,1900_2100,3,2014,FH313,1,0,2000,3/25/2014,Camera,50.83,70.54833333,63.75333333,6.363333333,63.75333333,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Stromanthe stromanthoides,1300_1500,12,2013,NF026,2,2,1368,12/22/2013,Camera,2.6,10.325,NA,NA,10.325,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Columnea kucyniakii,1900_2100,12,2013,FH304,1,0,2020,12/4/2013,Camera,20.48,39.1,33.4,7.6,33.4,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Palicourea demissa,1300_1500,7,2013,FL060,1,6,1400,7/10/2013,Camera,1.48,19.78680851,14.4006383,3.663617021,14.4006383,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Psammisia ulbrichiana,1900_2100,7,2014,FH121,1,0,2090,7/22/2014,Camera,10.74,28.6284375,23.658125,2.998125,23.658125,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Palicourea acetosoides,1700_1900,11,2013,FH604,1,0,1740,11/19/2013,Camera,5.74,22.9544,18.6612,2.6984,18.6612,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Centropogon solanifolius,1900_2100,1,2014,FH608,1,0,2080,1/8/2014,Camera,30.25,51.47528,43.1704,4.3044,43.1704,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Psammisia ulbrichiana,1700_1900,7,2013,FL084,1,0,1850,7/28/2013,Camera,10.74,28.6284375,23.658125,2.998125,23.658125,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Gasteranthus quitensis,1900_2100,12,2013,FH606,1,0,1910,12/15/2013,Camera,0.7,15.64454545,12.22363636,3.470697674,12.22363636,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Psammisia ulbrichiana,1700_1900,7,2013,FL072,3,0,1890,7/26/2013,Camera,10.74,28.6284375,23.658125,2.998125,23.658125,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Psammisia ulbrichiana,1900_2100,5,2016,FH1336,1,0,1960,5/9/2016,Camera,10.74,28.6284375,23.658125,2.998125,23.658125,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Drymonia tenuis,2100_2300,7,2014,FH621,1,0,2130,7/22/2014,Camera,0.63,23.12,13.5475,3.605,13.5475,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Heliconia impudica,1700_1900,7,2013,FL073,1,0,1890,7/24/2013,Camera,0.73,17.71058824,13.64529412,2.218235294,13.64529412,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Guzmania amplectens,1500_1700,11,2013,NF013,1,0,1621,11/30/2013,Camera,43.08,53,56,12.5,56,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Columnea picta,1300_1500,5,2016,FH2201,1,0,1380,5/27/2016,Camera,9.63,28.83166667,22.54854167,4.779791667,22.54854167,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Mezobromelia capituligera,1900_2100,2,2014,FH709,1,0,1990,2/27/2014,Camera,19.08,32,NA,NA,32,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Glossoloma purpureum,1300_1500,7,2013,FL052,1,0,1400,7/5/2013,Camera,26.04,48.18515152,38.96151515,4.047878788,38.96151515,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Palicourea demissa,1500_1700,5,2016,FH1337,1,0,1560,5/9/2016,Camera,1.48,19.78680851,14.4006383,3.663617021,14.4006383,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Stromanthe stromanthoides,1300_1500,1,2015,NF171,1,0,1481,1/18/2015,Camera,2.6,10.325,NA,NA,10.325,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Bomarea pardina,1900_2100,10,2015,FH649,1,0,1950,10/7/2015,Camera,38.98,53.435,51.895,13.855,51.895,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Psammisia ulbrichiana,2100_2300,6,2015,FH1322,1,0,2110,6/23/2015,Camera,10.74,28.6284375,23.658125,2.998125,23.658125,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Palicourea acetosoides,2100_2300,6,2013,FL043,2,0,2160,6/25/2013,Camera,5.74,22.9544,18.6612,2.6984,18.6612,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Stromanthe stromanthoides,1300_1500,12,2014,NF143,1,1,1384,12/3/2014,Camera,2.6,10.325,NA,NA,10.325,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Palicourea acetosoides,1900_2100,5,2016,FH1139,2,0,1960,5/10/2016,Camera,5.74,22.9544,18.6612,2.6984,18.6612,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Psammisia ulbrichiana,1300_1500,7,2014,NF108,1,0,1400,7/8/2014,Camera,10.74,28.6284375,23.658125,2.998125,23.658125,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Palicourea lineata,2100_2300,4,2015,FH1318,1,0,2190,4/8/2015,Camera,0.34,16.441,12.5845,3.09075,12.5845,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Gasteranthus lateralis,1700_1900,10,2015,FH1129,1,0,1870,10/7/2015,Camera,5.08,26,18,NA,18,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Columnea ciliata,1900_2100,1,2014,FH707,1,0,1910,1/21/2014,Camera,29.6,48.22,42.51666667,6.78,42.51666667,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Psammisia ulbrichiana,1900_2100,6,2016,FH1235,2,0,1920,6/9/2016,Camera,10.74,28.6284375,23.658125,2.998125,23.658125,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Columnea ciliata,1500_1700,12,2013,NF029,2,0,1537,12/22/2013,Camera,29.6,48.22,42.51666667,6.78,42.51666667,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Centropogon solanifolius,1500_1700,3,2014,NF074,1,0,1519,3/29/2014,Camera,30.25,51.47528,43.1704,4.3044,43.1704,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Columnea picta,1900_2100,6,2014,FH901,1,0,2090,6/18/2014,Camera,9.63,28.83166667,22.54854167,4.779791667,22.54854167,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Columnea picta,1300_1500,1,2014,NF036,1,0,1481,1/18/2014,Camera,9.63,28.83166667,22.54854167,4.779791667,22.54854167,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Columnea picta,1900_2100,5,2015,FH238,1,0,1910,5/27/2015,Camera,9.63,28.83166667,22.54854167,4.779791667,22.54854167,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Psammisia ulbrichiana,1900_2100,5,2015,FH1220,1,0,1950,5/27/2015,Camera,10.74,28.6284375,23.658125,2.998125,23.658125,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Palicourea lineata,1900_2100,7,2013,FL078A,1,1,1960,7/25/2013,Camera,0.34,16.441,12.5845,3.09075,12.5845,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Glossoloma purpureum,1300_1500,6,2016,FH1705,1,0,1370,6/11/2016,Camera,26.04,48.18515152,38.96151515,4.047878788,38.96151515,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Bomarea pardina,1900_2100,11,2013,FH303,1,0,1940,11/19/2013,Camera,38.98,53.435,51.895,13.855,51.895,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Gasteranthus quitensis,1900_2100,12,2014,FH227,1,0,1960,12/2/2014,Camera,0.7,15.64454545,12.22363636,3.470697674,12.22363636,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Palicourea lineata,1900_2100,7,2013,FL076,3,0,2090,7/26/2013,Camera,0.34,16.441,12.5845,3.09075,12.5845,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Columnea kucyniakii,1700_1900,1,2014,FH109,1,0,1880,1/28/2014,Camera,20.48,39.1,33.4,7.6,33.4,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Heliconia griggsiana,1300_1500,9,2014,NF126,1,0,1378,9/30/2014,Camera,28.77,50.985,41.69,5.52,41.69,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Palicourea demissa,1300_1500,6,2014,NF092,1,0,1400,6/21/2014,Camera,1.48,19.78680851,14.4006383,3.663617021,14.4006383,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Centropogon solanifolius,2100_2300,11,2014,FH910,1,0,2110,11/19/2014,Camera,30.25,51.47528,43.1704,4.3044,43.1704,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Renealmia sessilifolia,1500_1700,7,2013,FL053,2,0,1550,7/6/2013,Camera,5.96,25.41333333,18.88416667,5.123333333,18.88416667,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Heliconia griggsiana,1300_1500,9,2014,NF129,2,0,1445,9/23/2014,Camera,28.77,50.985,41.69,5.52,41.69,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Glossoloma purpureum,1300_1500,11,2014,NF139,1,0,1371,11/23/2014,Camera,26.04,48.18515152,38.96151515,4.047878788,38.96151515,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Palicourea demissa,1300_1500,11,2014,NF144,1,1,1379,11/30/2014,Camera,1.48,19.78680851,14.4006383,3.663617021,14.4006383,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Besleria solanoides,2100_2300,4,2015,FH637,1,0,2130,4/8/2015,Camera,1.82,16.22952381,11.10333333,3.016190476,11.10333333,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Besleria solanoides,2100_2300,6,2016,FH1407,1,0,2130,6/22/2016,Camera,1.82,16.22952381,11.10333333,3.016190476,11.10333333,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Besleria solanoides,1700_1900,11,2014,FH527,1,4,1750,11/6/2014,Camera,1.82,16.22952381,11.10333333,3.016190476,11.10333333,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Meriania tomentosa,2100_2300,9,2014,FH1303,1,0,2130,9/23/2014,Camera,2.08,15,NA,25,15,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Guzmania amplectens,1500_1700,12,2013,NF013,2,0,1621,12/1/2013,Camera,43.08,53,56,12.5,56,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Palicourea demissa,1300_1500,7,2014,NF096,1,0,1400,7/4/2014,Camera,1.48,19.78680851,14.4006383,3.663617021,14.4006383,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Brown Inca,Palicourea acetosoides,2100_2300,3,2015,FH535,1,0,2270,3/11/2015,Camera,14.9,22.9544,18.6612,2.6984,18.6612,33.56,7.01,6.62,36.83,70.9,2.4,27.61,79.56,7.4,2.88,0.2,0.28,17.09,41.46,11.9,5.86,3.47,Brilliant,Coeligena
Brown Inca,Psammisia ulbrichiana,1900_2100,7,2014,FH121,1,1,2090,7/22/2014,Camera,9.9,28.6284375,23.658125,2.998125,23.658125,33.56,7.01,6.62,36.83,70.9,2.4,27.61,79.56,7.4,2.88,0.2,0.28,17.09,41.46,11.9,5.86,3.47,Brilliant,Coeligena
Brown Inca,Palicourea lineata,1900_2100,7,2013,FL076,1,0,2090,7/24/2013,Camera,20.98,16.441,12.5845,3.09075,12.5845,33.56,7.01,6.62,36.83,70.9,2.4,27.61,79.56,7.4,2.88,0.2,0.28,17.09,41.46,11.9,5.86,3.47,Brilliant,Coeligena
Brown Inca,Palicourea acetosoides,1900_2100,5,2016,FH1139,2,0,1960,5/10/2016,Camera,14.9,22.9544,18.6612,2.6984,18.6612,33.56,7.01,6.62,36.83,70.9,2.4,27.61,79.56,7.4,2.88,0.2,0.28,17.09,41.46,11.9,5.86,3.47,Brilliant,Coeligena
Brown Inca,Besleria solanoides,2100_2300,6,2015,FH1221,1,0,2130,6/9/2015,Camera,22.46,16.22952381,11.10333333,3.016190476,11.10333333,33.56,7.01,6.62,36.83,70.9,2.4,27.61,79.56,7.4,2.88,0.2,0.28,17.09,41.46,11.9,5.86,3.47,Brilliant,Coeligena
Brown Inca,Fuchsia macrostigma,1900_2100,4,2014,FH515,1,1,2080,4/22/2014,Camera,30.19,70.54833333,63.75333333,6.363333333,63.75333333,33.56,7.01,6.62,36.83,70.9,2.4,27.61,79.56,7.4,2.88,0.2,0.28,17.09,41.46,11.9,5.86,3.47,Brilliant,Coeligena
Brown Inca,Centropogon solanifolius,1900_2100,1,2014,FH608,1,0,2080,1/8/2014,Camera,9.61,51.47528,43.1704,4.3044,43.1704,33.56,7.01,6.62,36.83,70.9,2.4,27.61,79.56,7.4,2.88,0.2,0.28,17.09,41.46,11.9,5.86,3.47,Brilliant,Coeligena
Brown Inca,Psammisia ulbrichiana,1700_1900,7,2013,FL072,1,3,1890,7/24/2013,Camera,9.9,28.6284375,23.658125,2.998125,23.658125,33.56,7.01,6.62,36.83,70.9,2.4,27.61,79.56,7.4,2.88,0.2,0.28,17.09,41.46,11.9,5.86,3.47,Brilliant,Coeligena
Brown Inca,Alloplectus tetragonoides,1900_2100,7,2013,FL079,2,3,1950,7/26/2013,Camera,5.04,37.87,28.525,3.36,28.525,33.56,7.01,6.62,36.83,70.9,2.4,27.61,79.56,7.4,2.88,0.2,0.28,17.09,41.46,11.9,5.86,3.47,Brilliant,Coeligena
Brown Inca,Centropogon solanifolius,2100_2300,6,2013,FL032,2,0,2160,6/16/2013,Camera,9.61,51.47528,43.1704,4.3044,43.1704,33.56,7.01,6.62,36.83,70.9,2.4,27.61,79.56,7.4,2.88,0.2,0.28,17.09,41.46,11.9,5.86,3.47,Brilliant,Coeligena
Brown Inca,Besleria solanoides,1700_1900,6,2014,FH518,1,0,1870,6/4/2014,Camera,22.46,16.22952381,11.10333333,3.016190476,11.10333333,33.56,7.01,6.62,36.83,70.9,2.4,27.61,79.56,7.4,2.88,0.2,0.28,17.09,41.46,11.9,5.86,3.47,Brilliant,Coeligena
Brown Inca,Drymonia teuscheri,2100_2300,6,2013,FL031,2,0,2120,6/20/2013,Camera,15.34,23.64,18.22,3.098571429,18.22,33.56,7.01,6.62,36.83,70.9,2.4,27.61,79.56,7.4,2.88,0.2,0.28,17.09,41.46,11.9,5.86,3.47,Brilliant,Coeligena
Brown Inca,Palicourea demissa,1900_2100,7,2013,FL078,1,0,1960,7/26/2013,Camera,19.16,19.78680851,14.4006383,3.663617021,14.4006383,33.56,7.01,6.62,36.83,70.9,2.4,27.61,79.56,7.4,2.88,0.2,0.28,17.09,41.46,11.9,5.86,3.47,Brilliant,Coeligena
Brown Inca,Besleria solanoides,1900_2100,12,2014,FH428,1,0,1930,12/2/2014,Camera,22.46,16.22952381,11.10333333,3.016190476,11.10333333,33.56,7.01,6.62,36.83,70.9,2.4,27.61,79.56,7.4,2.88,0.2,0.28,17.09,41.46,11.9,5.86,3.47,Brilliant,Coeligena
Brown Inca,Centropogon solanifolius,2100_2300,6,2013,FL032,1,0,2160,6/15/2013,Camera,9.61,51.47528,43.1704,4.3044,43.1704,33.56,7.01,6.62,36.83,70.9,2.4,27.61,79.56,7.4,2.88,0.2,0.28,17.09,41.46,11.9,5.86,3.47,Brilliant,Coeligena
Brown Inca,Fuchsia macrostigma,1900_2100,5,2014,FH617,1,0,1950,5/21/2014,Camera,30.19,70.54833333,63.75333333,6.363333333,63.75333333,33.56,7.01,6.62,36.83,70.9,2.4,27.61,79.56,7.4,2.88,0.2,0.28,17.09,41.46,11.9,5.86,3.47,Brilliant,Coeligena
Brown Inca,Glossoloma purpureum,1500_1700,6,2016,FH1601,2,0,1660,6/26/2016,Camera,5.4,48.18515152,38.96151515,4.047878788,38.96151515,33.56,7.01,6.62,36.83,70.9,2.4,27.61,79.56,7.4,2.88,0.2,0.28,17.09,41.46,11.9,5.86,3.47,Brilliant,Coeligena
Brown Inca,Gasteranthus quitensis,1900_2100,2,2014,FH111,1,0,2030,2/27/2014,Camera,21.34,15.64454545,12.22363636,3.470697674,12.22363636,33.56,7.01,6.62,36.83,70.9,2.4,27.61,79.56,7.4,2.88,0.2,0.28,17.09,41.46,11.9,5.86,3.47,Brilliant,Coeligena
Brown Inca,Renealmia sessilifolia,2100_2300,2,2014,FH611,1,0,2290,2/27/2014,Camera,14.68,25.41333333,18.88416667,5.123333333,18.88416667,33.56,7.01,6.62,36.83,70.9,2.4,27.61,79.56,7.4,2.88,0.2,0.28,17.09,41.46,11.9,5.86,3.47,Brilliant,Coeligena
Brown Inca,Macleania bullata,2100_2300,10,2014,FH907,1,0,2280,10/7/2014,Camera,3.79,40.59333333,37.35,3.783333333,37.35,33.56,7.01,6.62,36.83,70.9,2.4,27.61,79.56,7.4,2.88,0.2,0.28,17.09,41.46,11.9,5.86,3.47,Brilliant,Coeligena
Brown Inca,Gasteranthus quitensis,1900_2100,10,2014,FH724,1,0,1970,10/22/2014,Camera,21.34,15.64454545,12.22363636,3.470697674,12.22363636,33.56,7.01,6.62,36.83,70.9,2.4,27.61,79.56,7.4,2.88,0.2,0.28,17.09,41.46,11.9,5.86,3.47,Brilliant,Coeligena
Brown Inca,Columnea strigosa,2100_2300,5,2014,FH317,1,0,2170,5/21/2014,Camera,0.06,45.64666667,33.61777778,9.98,33.61777778,33.56,7.01,6.62,36.83,70.9,2.4,27.61,79.56,7.4,2.88,0.2,0.28,17.09,41.46,11.9,5.86,3.47,Brilliant,Coeligena
Brown Inca,Heliconia impudica,1500_1700,6,2014,NF086,1,1,1598,6/22/2014,Camera,19.91,17.71058824,13.64529412,2.218235294,13.64529412,33.56,7.01,6.62,36.83,70.9,2.4,27.61,79.56,7.4,2.88,0.2,0.28,17.09,41.46,11.9,5.86,3.47,Brilliant,Coeligena
Brown Inca,Guzmania amplectens,1500_1700,11,2013,NF013,1,0,1621,11/30/2013,Camera,22.44,53,56,12.5,56,33.56,7.01,6.62,36.83,70.9,2.4,27.61,79.56,7.4,2.88,0.2,0.28,17.09,41.46,11.9,5.86,3.47,Brilliant,Coeligena
Brown Inca,Palicourea lineata,2100_2300,6,2016,FH1342,1,0,2270,6/23/2016,Camera,20.98,16.441,12.5845,3.09075,12.5845,33.56,7.01,6.62,36.83,70.9,2.4,27.61,79.56,7.4,2.88,0.2,0.28,17.09,41.46,11.9,5.86,3.47,Brilliant,Coeligena
Brown Inca,Glossoloma purpureum,1500_1700,12,2013,NF014,1,0,1629,12/1/2013,Camera,5.4,48.18515152,38.96151515,4.047878788,38.96151515,33.56,7.01,6.62,36.83,70.9,2.4,27.61,79.56,7.4,2.88,0.2,0.28,17.09,41.46,11.9,5.86,3.47,Brilliant,Coeligena
Brown Inca,Centropogon solanifolius,2100_2300,10,2014,FH625,1,0,2270,10/7/2014,Camera,9.61,51.47528,43.1704,4.3044,43.1704,33.56,7.01,6.62,36.83,70.9,2.4,27.61,79.56,7.4,2.88,0.2,0.28,17.09,41.46,11.9,5.86,3.47,Brilliant,Coeligena
Brown Inca,Gasteranthus quitensis,1700_1900,5,2015,FH922,1,0,1880,5/27/2015,Camera,21.34,15.64454545,12.22363636,3.470697674,12.22363636,33.56,7.01,6.62,36.83,70.9,2.4,27.61,79.56,7.4,2.88,0.2,0.28,17.09,41.46,11.9,5.86,3.47,Brilliant,Coeligena
Brown Inca,Besleria solanoides,1900_2100,4,2015,FH538,1,0,2080,4/28/2015,Camera,22.46,16.22952381,11.10333333,3.016190476,11.10333333,33.56,7.01,6.62,36.83,70.9,2.4,27.61,79.56,7.4,2.88,0.2,0.28,17.09,41.46,11.9,5.86,3.47,Brilliant,Coeligena
Brown Inca,Psammisia aberrans,1300_1500,11,2013,NF003,1,1,1458,11/17/2013,Camera,11.71,31.30444444,21.84777778,3.318148148,21.84777778,33.56,7.01,6.62,36.83,70.9,2.4,27.61,79.56,7.4,2.88,0.2,0.28,17.09,41.46,11.9,5.86,3.47,Brilliant,Coeligena
Brown Inca,Columnea mastersonii,1500_1700,12,2013,NF015,2,0,1688,12/1/2013,Camera,2.01,43.39384615,35.56538462,4.386153846,35.56538462,33.56,7.01,6.62,36.83,70.9,2.4,27.61,79.56,7.4,2.88,0.2,0.28,17.09,41.46,11.9,5.86,3.47,Brilliant,Coeligena
Brown Inca,Gasteranthus lateralis,2100_2300,10,2015,FH1402,1,0,2150,10/20/2015,Camera,15.56,26,18,NA,18,33.56,7.01,6.62,36.83,70.9,2.4,27.61,79.56,7.4,2.88,0.2,0.28,17.09,41.46,11.9,5.86,3.47,Brilliant,Coeligena
Brown Inca,Mezobromelia capituligera,1900_2100,12,2014,FH727,1,5,1960,12/2/2014,Camera,1.56,32,NA,NA,32,33.56,7.01,6.62,36.83,70.9,2.4,27.61,79.56,7.4,2.88,0.2,0.28,17.09,41.46,11.9,5.86,3.47,Brilliant,Coeligena
